Match_ID,Home_Team_Score,Away_Team_Score,Accuracy_Status
M-2018-21,1,1,Accurate
M-2018-22,1,0,Accurate
M-2018-23,0,3,Accurate
M-2018-24,2,0,Accurate
M-2018-25,2,0,Accurate
M-2018-26,1,2,Accurate
M-2018-27,5,2,Accurate
M-2018-28,1,2,Accurate
M-2018-29,2,1,Accurate
M-2018-30,6,1,Inaccurate
M-2018-31,2,2,Accurate
M-2018-32,0,3,Accurate
M-2018-33,2,1,Accurate
M-2018-34,3,0,Accurate
M-2018-35,2,2,Accurate
M-2018-36,1,1,Accurate
M-2018-37,0,2,Accurate
M-2018-38,0,0,Accurate
M-2018-39,1,2,Accurate
M-2018-40,1,2,Accurate
M-2018-41,2,0,Accurate
M-2018-42,0,3,Accurate
M-2018-43,0,2,Accurate
M-2018-44,2,2,Accurate
M-2018-45,0,1,Accurate
M-2018-46,0,1,Accurate
M-2018-47,0,1,Accurate
M-2018-48,1,2,Accurate
M-2018-49,4,3,Accurate
M-2018-50,2,1,Accurate
M-2018-51,1,1,Accurate
M-2018-52,1,1,Accurate
M-2018-53,2,0,Accurate
M-2018-54,3,2,Accurate
M-2018-55,1,0,Accurate
M-2018-56,1,1,Accurate
M-2018-57,0,2,Accurate
M-2018-58,1,2,Accurate
M-2018-59,0,2,Accurate
M-2018-60,2,2,Accurate
M-2018-61,1,0,Accurate
M-2018-62,2,1,Accurate
M-2018-63,2,0,Accurate
M-2018-64,4,2,Accurate
